PC1,PC2,PC3,PC4,PC5,PC6,PC7
-0.452409172480301,0.09842778678254631,-0.2714278625617157,0.20747948170675953,-1.4005362793285083,-0.4052886993303955,-0.14722004916699474
-0.2747467747952139,0.3196131684119036,-0.7271660781283129,0.3215240524091026,1.2005384017752823,-0.4122810194174896,0.20715350012103398
0.08349332240606397,0.8268275978517737,0.1816971976481481,0.5081884393133778,-1.0839487634734495,-0.45168131204200884,-0.17403990607900605
-0.0019409490180155886,0.8822567909640158,0.5378088245183212,1.5014149422098793,-1.1552145685033295,-0.1459629694787553,-0.006509552362405254
-1.3275609442014473,0.12700417722451596,-0.23213707586333748,0.10943194712302722,0.9438723472129853,-1.3080704968939523,0.8773333686883176
0.12642839135865333,0.670187704398757,-0.14672226755548828,0.45494175575275536,-0.6349407786583561,-0.516779203666249,0.05093281175238876
0.5992952317701389,1.4359327034567357,0.4684217112594549,0.7992225077109443,-0.9926222596962774,-0.4725823534709657,-0.34399309179518517
1.2633745361474131,1.3096730250097819,0.00959464449974982,0.7422296451514894,-1.1199415778156467,-0.5975945230600316,0.2570754971505205
0.40675739010970324,0.6575832043794497,-0.17259789321567112,0.23329114052815245,-1.444542596642292,-0.5822653315787351,0.043627340740868464
-1.6148341241536734,-0.3295098907913241,0.03424319310076014,0.6895115367869192,0.08622269425786463,-0.6689748861817274,0.9569847685694881
2.844657315934061,-0.3644907447460672,-0.22046840948481655,-0.3382646581891647,0.03454399835261735,-0.0033202640484144173,-0.6966816002398418
0.5441656482181102,-0.9368439318921028,-0.7629606931020533,-0.3470772695940895,-0.585342649331599,0.5535276964252426,-0.15762808271121048
0.38321889097388356,-1.2618105543143916,-1.2136630422905557,-0.5341593474200166,-0.12192401558168464,0.5023988703113665,-0.044155511529987174
1.3326945186287795,-1.6451206080493561,-0.1991902311380737,0.6850675692540777,-0.006426152913416939,0.5133115574261444,-0.010416619454707085
1.0922491809985746,-2.147182437620089,0.3749585436023271,0.3043493549971447,0.4989358550469919,-0.5750849095671602,-0.9536893985941652
1.94178269787715,-1.0879852987897065,-1.268443668816703,0.02029318859906672,0.3924499564760618,1.401658138164879,0.954063604161589
2.031803085036913,-0.7966727854949083,-0.05367923240862063,0.22734487625150843,-0.7573785686082233,0.007922574622759483,-0.7755526330706973
1.5117900744005617,-1.3577771926819207,-0.12834572145477854,0.6405658404585465,-0.0424762852478407,0.4026749479832341,-0.24943609768564787
-0.16562352254975501,-1.6829154526620658,-0.48832428038131365,0.13951257848895307,2.6995539554076404,-0.05651791634259958,-0.5621431725297505
1.3321119230513394,-1.3865546000856177,-0.39721631385576767,-0.35687353246649967,-0.541129116767672,-0.0432661841466181,-0.8383671584814655
0.4479077067716201,-0.3622765497466045,-0.4745649904429228,0.3468261838568139,-0.4213767017419505,-1.81734234666107,-0.2787798424176914
1.3634973329159608,-0.4057271756380683,0.2712157637645374,0.7345197646712782,-0.20388017306414397,-2.44230512030629,-0.9513532930925587
-0.12191222293666576,-0.7106241771558726,-0.3688704696235028,0.49951724625186816,-0.022754924076483697,-1.5882116560018125,-0.09488416362790615
0.16912281305216445,-1.2899371895102374,-0.2443096424196173,1.9774622369256307,0.1998024543832494,-0.678712669425658,1.3479035407245903
